order_id,order_date,customer_name,city,state,country,region,category,sub_category,product_name,quantity,unit_price,discount,revenue,profit,payment_mode,source,log_revenue,log_profit,log_unit_price,has_discount,month_num,profit_margin,cluster_kmeans,cluster_dbscan,pca1,pca2,segment,iso_label,iso_score,lof_label,lof_score,dbscan_label,vote_iso,vote_lof,vote_dbscan,vote_total,is_anomaly,iso_label,iso_score,lof_label,lof_score,dbscan_label,vote_total,is_anomaly,revenue_winsor,profit_winsor,unit_price_winsor,is_outlier_revenue,is_outlier_profit,is_outlier_unit_price
11,2025-08-24,Divyansh Thaman,Lucknow,Unknown,India,North,Kitchen,Cookware Set,Cookware Set Doloremque,2,10761.0,20,17217.6,4139.82,Credit Card,EC_2024_2025,9.753745473863624,8.328649114839406,9.283776690049365,1,8,0.2404411764705742,0,0,-1.86002485330858,0.207029793531617,Entree_gamme,1,-0.48074498766397616,1,1.019519093810854,-1,0,0,1,1,0,1,-0.48074498766397616,1,1.019519093810854,-1,1,0,17217.6,4139.82,10761.0,0,0,0
12,2024-05-21,Nishith Kumar,Hyderabad,Unknown,India,South,Beauty,Perfume,Perfume Itaque,3,27066.0,10,73078.2,16216.55,Net Banking,EC_2024_2025,11.199299063524526,9.693849268171713,10.206070552676763,1,5,0.2219068066810591,2,0,0.2347632339386638,0.3360704070189914,Premium,1,-0.43496771768062703,1,1.0316048692233597,-1,0,0,1,1,0,1,-0.43496771768062703,1,1.0316048692233597,-1,1,0,73078.2,16216.55,27066.0,0,0,0
13,2024-12-05,Anika Khanna,Chandigarh,Unknown,India,North,Home Decor,Vase,Vase Ratione,1,53951.0,5,51253.45,6826.05,Credit Card,EC_2024_2025,10.844557722499504,8.828647941252601,10.895850041361529,1,12,0.13318225407265,2,0,-0.4088439149398152,-0.9411900219743952,Premium,1,-0.4399129755275245,1,1.0339765560914365,-1,0,0,1,1,0,1,-0.4399129755275245,1,1.0339765560914365,-1,1,0,51253.45,6826.05,53951.0,0,0,0
14,2023-12-03,Amani Acharya,Patna,Unknown,India,East,Clothing,Women's Wear,Women's Wear Optio,5,23843.0,0,119215.0,21029.48,UPI,EC_2024_2025,11.688692252793508,9.953728092972646,10.079287892339815,0,12,0.1763996141425141,1,1,0.9932355420572462,-0.0957821995340038,Intermediaire_2,1,-0.5667057422779499,1,1.0033682250634794,-1,0,0,1,1,0,1,-0.5667057422779499,1,1.0033682250634794,-1,1,0,119215.0,21029.48,23843.0,0,0,0
15,2025-07-25,Anay Grewal,Jaipur,Unknown,India,North,Kitchen,Juicer,Juicer Debitis,2,15444.0,5,29343.6,5535.44,COD,EC_2024_2025,10.286863821957294,8.619106973907941,9.645040605352682,1,7,0.1886421570632032,0,0,-1.2528475140844242,0.0611043674679452,Entree_gamme,1,-0.4589088853319874,1,1.0023308890007252,-1,0,0,1,1,0,1,-0.4589088853319874,1,1.0023308890007252,-1,1,0,29343.6,5535.44,15444.0,0,0,0
16,2023-10-13,Stuvan Majumdar,Bhubaneswar,Unknown,India,East,Electronics,Laptop,Laptop Numquam,5,51645.0,10,232402.5,35657.72,Debit Card,EC_2024_2025,12.356230364087454,10.481748996213176,10.852168027211937,1,10,0.1534308796161825,2,0,1.9615032019512093,1.0772260192077294,Premium,1,-0.4566190595367992,1,1.0038285307771873,-1,0,0,1,1,0,1,-0.4566190595367992,1,1.0038285307771873,-1,1,0,232402.5,35657.72,51645.0,0,0,0
17,2024-05-24,Ritvik Ramanathan,Hyderabad,Unknown,India,South,Electronics,Smartwatch,Smartwatch Ad,3,52691.0,15,134362.05,26225.16,UPI,EC_2024_2025,11.80830074367698,10.174512664888743,10.872218920349718,1,5,0.195182791569493,2,0,1.1319809085793722,0.0683989558732722,Premium,1,-0.42131366397279646,1,1.008356629418665,-1,0,0,1,1,0,1,-0.42131366397279646,1,1.008356629418665,-1,1,0,134362.05,26225.16,52691.0,0,0,0
18,2025-09-07,Darshit Sharma,Chennai,Unknown,India,South,Groceries,Oil,Oil Odio,4,3775.0,10,13590.0,1234.71,Net Banking,EC_2024_2025,9.517163087955348,7.119400982656505,8.236420527265391,1,9,0.0908543046357549,0,0,-2.7025342318198518,1.6273348493324218,Entree_gamme,1,-0.5503983895730233,1,0.9855285625316125,-1,0,0,1,1,0,1,-0.5503983895730233,1,0.9855285625316125,-1,1,0,13590.0,1234.71,3775.0,0,0,0
19,2024-06-15,Sara Chanda,Patna,Unknown,India,East,Sports,Dumbbells,Dumbbells Soluta,3,16579.0,20,39789.6,4240.62,Credit Card,EC_2024_2025,10.591385982472904,8.352700550725455,9.715952428689286,1,6,0.1065760902346315,0,0,-0.9798996568850292,0.5327259763449267,Entree_gamme,1,-0.45386331268534763,1,1.00919601883036,-1,0,0,1,1,0,1,-0.45386331268534763,1,1.00919601883036,-1,1,0,39789.6,4240.62,16579.0,0,0,0
20,2024-01-11,Gatik Ravi,Pune,Unknown,India,West,Books,Textbook,Textbook Inventore,5,36393.0,5,172866.75,39437.91,Debit Card,EC_2024_2025,12.060282130271304,10.58250817141783,10.502159204873188,1,1,0.2281405186364629,2,0,1.6710977101333877,1.2180969326808522,Premium,1,-0.47971944432572,1,1.0711506599846166,-1,0,0,1,1,0,1,-0.47971944432572,1,1.0711506599846166,-1,1,0,172866.75,39437.91,36393.0,0,0,0
21,2023-10-15,Jivin Sunder,Ahmedabad,Unknown,India,West,Kitchen,Refrigerator,Refrigerator Commodi,1,6574.0,20,5259.2,580.75,UPI,EC_2024_2025,8.567924327822595,6.366040802182401,8.791029857045965,1,10,0.1104255400060635,0,0,-3.878501860195538,-0.0949258299969128,Entree_gamme,1,-0.587142211282629,1,1.0703287053163026,-1,0,0,1,1,0,1,-0.587142211282629,1,1.0703287053163026,-1,1,0,5259.2,580.75,6574.0,0,0,0
22,2024-03-16,Kashvi Ratti,Lucknow,Unknown,India,North,Groceries,Wheat,Wheat Natus,5,26762.0,15,113738.5,27267.31,Credit Card,EC_2024_2025,11.641666024860273,10.213480501055283,10.194775615581891,1,3,0.2397368525169556,2,0,1.1147330620891498,1.342010404264449,Premium,1,-0.4824445797329366,1,1.0704388605565283,-1,0,0,1,1,0,1,-0.4824445797329366,1,1.0704388605565283,-1,1,0,113738.5,27267.31,26762.0,0,0,0
23,2023-11-02,Vivaan Goyal,Surat,Unknown,India,West,Books,Comics,Comics Aperiam,1,47699.0,20,38159.2,8535.56,UPI,EC_2024_2025,10.549548366638636,9.052113395328302,10.772686676876432,1,11,0.223682886433672,2,0,-0.5215397891028779,-0.8907037847820983,Premium,1,-0.4547952395450386,1,1.007430805330597,-1,0,0,1,1,0,1,-0.4547952395450386,1,1.007430805330597,-1,1,0,38159.2,8535.56,47699.0,0,0,0
24,2025-07-10,Nayantara Bhagat,Ranchi,Unknown,India,East,Beauty,Face Cream,Face Cream Repellat,1,28257.0,10,25431.3,3959.79,Credit Card,EC_2024_2025,10.14377529868338,8.28419877930155,10.249131882325752,1,7,0.1557053709405277,0,0,-1.3744390708647227,-0.6809708421566891,Entree_gamme,1,-0.4644969622909816,1,0.9648874867689663,-1,0,0,1,1,0,1,-0.4644969622909816,1,0.9648874867689663,-1,1,0,25431.3,3959.79,28257.0,0,0,0
25,2025-06-21,Lakshay Ramakrishnan,Chandigarh,Unknown,India,North,Electronics,Headphones,Headphones Itaque,5,24056.0,20,96224.0,20551.56,COD,EC_2024_2025,11.474444478151948,9.930740786374905,10.088181293475138,1,6,0.2135803957432634,2,0,0.8364585187210005,1.3849249530378278,Premium,1,-0.4767542862242669,1,0.9859241101474978,-1,0,0,1,1,0,1,-0.4767542862242669,1,0.9859241101474978,-1,1,0,96224.0,20551.56,24056.0,0,0,0
26,2024-01-13,Dhanush Vaidya,Chennai,Unknown,India,South,Groceries,Rice,Rice Impedit,2,65756.0,5,124936.4,19544.76,UPI,EC_2024_2025,11.735568090842236,9.880513662096291,11.09372140825146,1,1,0.1564376754892877,2,0,0.8665496228422712,-0.5212896937778211,Premium,1,-0.44284922522745895,1,0.9994524965004352,-1,0,0,1,1,0,1,-0.44284922522745895,1,0.9994524965004352,-1,1,0,124936.4,19544.76,65756.0,0,0,0
27,2025-04-22,Kimaya Rege,Lucknow,Unknown,India,North,Beauty,Foundation,Foundation Illo,1,8276.0,0,8276.0,537.47,Net Banking,EC_2024_2025,9.021235862885396,6.28873178473816,9.021235862885396,0,4,0.0649432092798374,0,1,-3.5189867708987306,-1.672037799576411,Entree_gamme,-1,-0.6405220717437495,1,1.0642576551816723,-1,1,0,1,2,1,-1,-0.6405220717437495,1,1.0642576551816723,-1,2,1,8276.0,537.47,8276.0,0,0,0
28,2024-12-12,Anika Wable,Bhubaneswar,Unknown,India,East,Furniture,Table,Table Error,3,731.0,0,2193.0,214.1,UPI,EC_2024_2025,7.693481640835175,5.371103036273684,6.595780513961311,0,12,0.0976288189694037,0,1,-5.516159315087323,0.3025372685764253,Entree_gamme,-1,-0.7212199211528696,1,1.0486672351386936,-1,1,0,1,2,1,-1,-0.7212199211528696,1,1.0486672351386936,-1,2,1,2193.0,236.40050000000002,865.3800000000001,0,0,0
29,2025-08-27,Kavya Bhatnagar,Delhi,Unknown,India,North,Toys,RC Car,RC Car Amet,2,67085.0,20,107336.0,22034.77,Net Banking,EC_2024_2025,11.583728696765627,10.000422321072172,11.113730657375424,1,8,0.2052877878810445,2,0,0.854529078052256,-0.5285705924425022,Premium,1,-0.4469857627414606,1,0.994367982445346,-1,0,0,1,1,0,1,-0.4469857627414606,1,0.994367982445346,-1,1,0,107336.0,22034.77,67085.0,0,0,0
30,2024-04-22,Adira Seshadri,Chandigarh,Unknown,India,North,Groceries,Sugar,Sugar Excepturi,5,79453.0,15,337675.25,80309.87,Debit Card,EC_2024_2025,12.729842875206373,11.29366025814587,11.28293351682718,1,4,0.2378316740714629,2,0,2.769938289806345,0.9046743327457402,Premium,1,-0.5469037819654494,1,1.0985766868979763,-1,0,0,1,1,0,1,-0.5469037819654494,1,1.0985766868979763,-1,1,0,337675.25,66074.93800000002,79277.19,0,1,0
31,2025-01-07,Zaina Sidhu,Goa,Unknown,India,West,Groceries,Wheat,Wheat Consequuntur,2,25545.0,10,45981.0,9818.01,Credit Card,EC_2024_2025,10.73600529454388,9.19207558160242,10.148236027602724,1,1,0.2135231943628844,2,0,-0.4807760011513692,-0.1408544768824819,Premium,1,-0.4415226132848185,1,1.0465549315447822,-1,0,0,1,1,0,1,-0.4415226132848185,1,1.0465549315447822,-1,1,0,45981.0,9818.01,25545.0,0,0,0
32,2023-12-11,Bhamini Kuruvilla,Jaipur,Unknown,India,North,Sports,Cricket Bat,Cricket Bat Voluptatum,4,76643.0,5,291243.4,40522.22,UPI,EC_2024_2025,12.581918056209386,10.609630422135202,11.24692660334959,1,12,0.1391352387727923,2,0,2.1443785166294425,0.4176467727746328,Premium,1,-0.47169058500625183,1,1.084122898739393,0,0,0,0,0,0,1,-0.47169058500625183,1,1.084122898739393,0,0,0,291243.4,40522.22,76643.0,0,0,0
33,2024-06-24,Kavya Saran,Ahmedabad,Unknown,India,West,Furniture,Sofa,Sofa Deleniti,4,60561.0,20,193795.2,21970.55,Net Banking,EC_2024_2025,12.174562370403429,9.997503713641091,11.01142291266509,1,6,0.1133699389871363,2,0,1.5156691245157006,0.5126189418055427,Premium,1,-0.42409000288896875,1,1.0132163115308006,-1,0,0,1,1,0,1,-0.42409000288896875,1,1.0132163115308006,-1,1,0,193795.2,21970.55,60561.0,0,0,0
34,2025-07-11,Mannat Batta,Guwahati,Unknown,India,East,Toys,RC Car,RC Car Quam,4,19080.0,20,61056.0,10008.03,Debit Card,EC_2024_2025,11.019563133080542,9.211242964516956,9.85644835453034,1,7,0.1639155856918212,2,0,-0.0694631235246469,0.9771394437543542,Premium,1,-0.448523549139384,1,1.039516345997789,-1,0,0,1,1,0,1,-0.448523549139384,1,1.039516345997789,-1,1,0,61056.0,10008.03,19080.0,0,0,0
35,2023-12-31,Shayak Bala,Thiruvananthapuram,Unknown,India,South,Toys,Action Figure,Action Figure Laboriosam,2,48271.0,20,77233.6,13625.93,Net Banking,EC_2024_2025,11.254602822135782,9.519803260875983,10.784606961398842,1,12,0.1764248979718648,2,0,0.280538134484341,-0.3964353418109036,Premium,1,-0.42580626816243483,1,1.0259816767112946,-1,0,0,1,1,0,1,-0.42580626816243483,1,1.0259816767112946,-1,1,0,77233.6,13625.93,48271.0,0,0,0
36,2025-03-08,Hrishita Kumer,Thiruvananthapuram,Unknown,India,South,Beauty,Lipstick,Lipstick Accusantium,4,7232.0,15,24588.8,4643.94,Credit Card,EC_2024_2025,10.110087001789609,8.443533734049334,8.886409166849282,1,3,0.1888640356585035,0,0,-1.4201694521273838,1.3669462120138816,Entree_gamme,1,-0.50720600572579,1,0.998146301181497,-1,0,0,1,1,0,1,-0.50720600572579,1,0.998146301181497,-1,1,0,24588.8,4643.94,7232.0,0,0,0
37,2024-12-02,Prisha Gaba,Surat,Unknown,India,West,Sports,Dumbbells,Dumbbells Quas,2,78467.0,0,156934.0,9444.77,Credit Card,EC_2024_2025,11.963586985864657,9.153322301228858,11.270446177349276,0,12,0.060183070590184,1,1,0.7701298453172691,-2.0767857552703,Intermediaire_2,1,-0.5561796860532712,-1,1.4740944738853454,-1,0,1,1,2,1,1,-0.5561796860532712,-1,1.4740944738853454,-1,2,1,156934.0,9444.77,78467.0,0,0,0
38,2023-10-19,Arhaan Gole,Lucknow,Unknown,India,North,Sports,Yoga Mat,Yoga Mat Quaerat,4,34124.0,5,129671.2,8392.19,UPI,EC_2024_2025,11.772765006543835,9.03517594173914,10.43778553248726,1,10,0.0647189969707995,2,0,0.5459756403269815,0.742137093823582,Premium,1,-0.4408832514532786,1,1.062492153900633,-1,0,0,1,1,0,1,-0.4408832514532786,1,1.062492153900633,-1,1,0,129671.2,8392.19,34124.0,0,0,0
39,2025-09-30,Shaan Bala,Ranchi,Unknown,India,East,Toys,Puzzle,Puzzle Assumenda,2,60907.0,0,121814.0,24378.77,COD,EC_2024_2025,11.71025877938462,10.101508969028496,11.017119807960624,0,9,0.2001311015154235,1,1,0.9566089189856508,-1.973872151812797,Intermediaire_2,1,-0.522107135219789,1,0.986284895926854,-1,0,0,1,1,0,1,-0.522107135219789,1,0.986284895926854,-1,1,0,121814.0,24378.77,60907.0,0,0,0
40,2023-11-16,Taran Kala,Lucknow,Unknown,India,North,Kitchen,Refrigerator,Refrigerator Libero,5,9102.0,10,40959.0,7785.75,Debit Card,EC_2024_2025,10.62035125971339,8.960178850271582,9.116359308505288,1,11,0.1900864278913013,2,0,-0.5828192195040197,1.7750411851219974,Premium,1,-0.5270661572775871,1,1.0013085708528209,-1,0,0,1,1,0,1,-0.5270661572775871,1,1.0013085708528209,-1,1,0,40959.0,7785.75,9102.0,0,0,0
41,2024-09-18,Nitara Hayre,Guwahati,Unknown,India,East,Toys,Board Game,Board Game Consequuntur,5,76782.0,20,307128.0,47122.1,UPI,EC_2024_2025,12.635023133751693,10.76051860563512,11.248738540466649,1,9,0.1534282123414337,2,0,2.448181755429359,0.9181955898659424,Premium,1,-0.478628744421996,1,0.9865883485663224,-1,0,0,1,1,0,1,-0.478628744421996,1,0.9865883485663224,-1,1,0,307128.0,47122.1,76782.0,0,0,0
42,2025-07-01,Lavanya Tata,Amritsar,Unknown,India,North,Toys,Doll,Doll Laborum,5,57559.0,5,273405.25,26969.18,Debit Card,EC_2024_2025,12.518714063288677,10.202487090193818,10.960583161001304,1,7,0.0986417780931416,2,0,1.9703681347638744,1.033088013575448,Premium,1,-0.46700345265488,1,1.0147752888487873,-1,0,0,1,1,0,1,-0.46700345265488,1,1.0147752888487873,-1,1,0,273405.25,26969.18,57559.0,0,0,0
43,2024-02-11,Badal Dada,Surat,Unknown,India,West,Electronics,Camera,Camera A,2,68630.0,0,137260.0,16783.04,Net Banking,EC_2024_2025,11.82963950187977,9.728183713855357,11.136499606683891,0,2,0.1222718927582681,1,1,0.9037677795793954,-2.022302654633348,Intermediaire_2,1,-0.5319744611926936,1,1.0634734815830336,-1,0,0,1,1,0,1,-0.5319744611926936,1,1.0634734815830336,-1,1,0,137260.0,16783.04,68630.0,0,0,0
44,2024-10-23,Bhamini Sane,Coimbatore,Unknown,India,South,Groceries,Rice,Rice Incidunt,5,64105.0,20,256420.0,61655.17,Net Banking,EC_2024_2025,12.454575903950891,11.029328584687711,11.068293242272354,1,10,0.2404460260510091,2,0,2.3872120437633884,0.9911283516630012,Premium,1,-0.48198731808737394,1,1.0372423560081223,-1,0,0,1,1,0,1,-0.48198731808737394,1,1.0372423560081223,-1,1,0,256420.0,61655.17,64105.0,0,0,0
45,2023-11-03,Eva Babu,Guwahati,Unknown,India,East,Books,Textbook,Textbook Consequuntur,2,68202.0,0,136404.0,33860.63,Debit Card,EC_2024_2025,11.823383680611148,10.43003779392598,11.130243831133892,0,11,0.2482378082754153,1,1,1.2317499162313894,-2.019138895838739,Intermediaire_2,1,-0.5504325968975784,1,1.03822599554407,-1,0,0,1,1,0,1,-0.5504325968975784,1,1.03822599554407,-1,1,0,136404.0,33860.63,68202.0,0,0,0
46,2023-11-20,Prerak Saha,Pune,Unknown,India,West,Books,Biography,Biography Magni,1,36207.0,15,30775.95,5230.85,COD,EC_2024_2025,10.334521312164712,8.562520223001279,10.497035367873318,1,11,0.1699655087820142,0,0,-1.0119704672032046,-0.7803523394865188,Entree_gamme,1,-0.4502292005531121,1,0.9900374959518148,-1,0,0,1,1,0,1,-0.4502292005531121,1,0.9900374959518148,-1,1,0,30775.95,5230.85,36207.0,0,0,0
47,2025-10-01,Advik Sule,Delhi,Unknown,India,North,Beauty,Perfume,Perfume Quisquam,3,55843.0,10,150776.1,23835.95,Credit Card,EC_2024_2025,11.923557866260662,10.078992176753136,10.930317368108538,1,10,0.1580883840343386,2,0,1.177317789778502,0.044685812172216,Premium,1,-0.42222225430832694,1,1.0194620310846771,-1,0,0,1,1,0,1,-0.42222225430832694,1,1.0194620310846771,-1,1,0,150776.1,23835.95,55843.0,0,0,0
48,2025-09-03,Divij Chawla,Surat,Unknown,India,West,Sports,Tennis Racket,Tennis Racket Sapiente,5,60512.0,5,287432.0,41217.09,Credit Card,EC_2024_2025,12.56874506858243,10.626632516641129,11.010613496969444,1,9,0.1433977079796259,2,0,2.224965880219096,1.013324098835248,Premium,1,-0.46644070630770446,1,1.0430580153307827,-1,0,0,1,1,0,1,-0.46644070630770446,1,1.0430580153307827,-1,1,0,287432.0,41217.09,60512.0,0,0,0
49,2025-01-22,Nirvaan Ben,Delhi,Unknown,India,North,Toys,Puzzle,Puzzle Dolorem,1,70834.0,10,63750.6,4232.48,UPI,EC_2024_2025,11.062749560744937,8.350779628847716,11.168108507813452,1,1,0.0663912182787288,2,0,-0.3796682366856946,-1.0510877977017736,Premium,1,-0.4778931599981144,1,0.9906128267408187,-1,0,0,1,1,0,1,-0.4778931599981144,1,0.9906128267408187,-1,1,0,63750.6,4232.48,70834.0,0,0,0
50,2024-04-28,Shlok Dayal,Ahmedabad,Unknown,India,West,Clothing,Shoes,Shoes Deleniti,1,33485.0,0,33485.0,6131.25,COD,EC_2024_2025,10.418882720016487,8.721317008893193,10.418882720016487,0,4,0.1831043750933199,1,1,-0.8948419022776667,-2.2328001415287284,Intermediaire_2,1,-0.536238325484679,1,1.0400228600649253,-1,0,0,1,1,0,1,-0.536238325484679,1,1.0400228600649253,-1,1,0,33485.0,6131.25,33485.0,0,0,0
51,2024-05-04,Vritika Cherian,Patna,Unknown,India,East,Beauty,Perfume,Perfume Rerum,5,8568.0,5,40698.0,3935.7,UPI,EC_2024_2025,10.613958801104268,8.278098087887958,9.055906318669118,1,5,0.0967049977885867,0,0,-0.9429260049876814,1.7985563910205762,Entree_gamme,1,-0.5364672870358421,1,1.0446563273243314,-1,0,0,1,1,0,1,-0.5364672870358421,1,1.0446563273243314,-1,1,0,40698.0,3935.7,8568.0,0,0,0
52,2025-05-06,Eshani Arya,Ranchi,Unknown,India,East,Furniture,Sofa,Sofa Omnis,4,64645.0,5,245651.0,51927.61,UPI,EC_2024_2025,12.41167117922862,10.857625169678665,11.07668151066948,1,5,0.2113877411449568,2,0,2.0841765763905933,0.4864516384355372,Premium,1,-0.4601820126595956,1,1.0239516894514242,-1,0,0,1,1,0,1,-0.4601820126595956,1,1.0239516894514242,-1,1,0,245651.0,51927.61,64645.0,0,0,0
53,2025-09-02,Elakshi Bajwa,Goa,Unknown,India,West,Books,Biography,Biography Illum,5,12976.0,0,64880.0,11967.13,COD,EC_2024_2025,11.080310101740798,9.390002562454727,9.470933838737231,0,9,0.1844502157829811,1,1,0.087000522379837,0.1487552355719765,Intermediaire_2,1,-0.5889607690780758,1,1.020632837257135,-1,0,0,1,1,0,1,-0.5889607690780758,1,1.020632837257135,-1,1,0,64880.0,11967.13,12976.0,0,0,0
54,2024-04-15,Jayant Kala,Pune,Unknown,India,West,Clothing,Women's Wear,Women's Wear Odio,3,27698.0,20,66475.2,8946.95,UPI,EC_2024_2025,11.104599267847496,9.09917973475355,10.229151590440738,1,4,0.134590794762556,2,0,-0.0862797025760024,0.3266861085996955,Premium,1,-0.4251478501165026,1,1.055001616327451,-1,0,0,1,1,0,1,-0.4251478501165026,1,1.055001616327451,-1,1,0,66475.2,8946.95,27698.0,0,0,0
55,2023-12-09,Biju Mannan,Bhubaneswar,Unknown,India,East,Sports,Tennis Racket,Tennis Racket Ea,2,28261.0,15,48043.7,10879.68,Debit Card,EC_2024_2025,10.77988710654576,9.29474401845689,10.249273425142691,1,12,0.2264538326565142,2,0,-0.3559386853775671,-0.181237175455759,Premium,1,-0.4361437556149675,1,1.0526492521046358,-1,0,0,1,1,0,1,-0.4361437556149675,1,1.0526492521046358,-1,1,0,48043.7,10879.68,28261.0,0,0,0
56,2024-05-19,Alisha Sampath,Jaipur,Unknown,India,North,Furniture,Bed,Bed Molestias,5,42462.0,0,212310.0,11609.02,Net Banking,EC_2024_2025,12.26580745982058,9.35962379734334,10.656388387495186,0,5,0.0546795723234889,1,1,1.314833417180077,-0.3287922819057596,Intermediaire_2,1,-0.5633793022923799,1,1.1280589123872702,-1,0,0,1,1,0,1,-0.5633793022923799,1,1.1280589123872702,-1,1,0,212310.0,11609.02,42462.0,0,0,0
