order_id,order_date,customer_name,city,state,country,region,category,sub_category,product_name,quantity,unit_price,discount,revenue,profit,payment_mode,source,log_revenue,log_profit,log_unit_price,has_discount,month_num,profit_margin,cluster_kmeans,cluster_dbscan,pca1,pca2,segment
11,2025-08-24,Divyansh Thaman,Lucknow,Unknown,India,North,Kitchen,Cookware Set,Cookware Set Doloremque,2,10761.0,20,17217.6,4139.82,Credit Card,EC_2024_2025,9.753745473863624,8.328649114839406,9.283776690049365,1,8,0.24044117647057428,0,0,-1.8600248533085797,0.207029793531617,Entree_gamme
12,2024-05-21,Nishith Kumar,Hyderabad,Unknown,India,South,Beauty,Perfume,Perfume Itaque,3,27066.0,10,73078.2,16216.55,Net Banking,EC_2024_2025,11.199299063524526,9.693849268171713,10.206070552676763,1,5,0.22190680668105917,2,0,0.23476323393866388,0.33607040701899143,Premium
13,2024-12-05,Anika Khanna,Chandigarh,Unknown,India,North,Home Decor,Vase,Vase Ratione,1,53951.0,5,51253.45,6826.05,Credit Card,EC_2024_2025,10.844557722499504,8.828647941252601,10.895850041361527,1,12,0.13318225407265008,2,0,-0.40884391493981526,-0.9411900219743953,Premium
14,2023-12-03,Amani Acharya,Patna,Unknown,India,East,Clothing,Women's Wear,Women's Wear Optio,5,23843.0,0,119215.0,21029.48,UPI,EC_2024_2025,11.688692252793508,9.953728092972646,10.079287892339817,0,12,0.17639961414251412,1,1,0.9932355420572462,-0.09578219953400383,Intermediaire_2
15,2025-07-25,Anay Grewal,Jaipur,Unknown,India,North,Kitchen,Juicer,Juicer Debitis,2,15444.0,5,29343.6,5535.44,COD,EC_2024_2025,10.286863821957294,8.619106973907941,9.645040605352682,1,7,0.18864215706320325,0,0,-1.2528475140844242,0.061104367467945224,Entree_gamme
16,2023-10-13,Stuvan Majumdar,Bhubaneswar,Unknown,India,East,Electronics,Laptop,Laptop Numquam,5,51645.0,10,232402.5,35657.72,Debit Card,EC_2024_2025,12.356230364087454,10.481748996213176,10.852168027211935,1,10,0.1534308796161825,2,0,1.9615032019512095,1.0772260192077294,Premium
17,2024-05-24,Ritvik Ramanathan,Hyderabad,Unknown,India,South,Electronics,Smartwatch,Smartwatch Ad,3,52691.0,15,134362.05,26225.16,UPI,EC_2024_2025,11.808300743676979,10.174512664888743,10.872218920349718,1,5,0.19518279156949309,2,0,1.1319809085793722,0.06839895587327229,Premium
18,2025-09-07,Darshit Sharma,Chennai,Unknown,India,South,Groceries,Oil,Oil Odio,4,3775.0,10,13590.0,1234.71,Net Banking,EC_2024_2025,9.517163087955348,7.119400982656505,8.236420527265391,1,9,0.0908543046357549,0,0,-2.7025342318198513,1.6273348493324218,Entree_gamme
19,2024-06-15,Sara Chanda,Patna,Unknown,India,East,Sports,Dumbbells,Dumbbells Soluta,3,16579.0,20,39789.6,4240.62,Credit Card,EC_2024_2025,10.591385982472904,8.352700550725455,9.715952428689286,1,6,0.10657609023463151,0,0,-0.9798996568850293,0.5327259763449267,Entree_gamme
20,2024-01-11,Gatik Ravi,Pune,Unknown,India,West,Books,Textbook,Textbook Inventore,5,36393.0,5,172866.75,39437.91,Debit Card,EC_2024_2025,12.060282130271304,10.58250817141783,10.502159204873188,1,1,0.22814051863646292,2,0,1.6710977101333877,1.2180969326808522,Premium
21,2023-10-15,Jivin Sunder,Ahmedabad,Unknown,India,West,Kitchen,Refrigerator,Refrigerator Commodi,1,6574.0,20,5259.2,580.75,UPI,EC_2024_2025,8.567924327822595,6.366040802182401,8.791029857045965,1,10,0.11042554000606357,0,0,-3.878501860195538,-0.09492582999691285,Entree_gamme
22,2024-03-16,Kashvi Ratti,Lucknow,Unknown,India,North,Groceries,Wheat,Wheat Natus,5,26762.0,15,113738.5,27267.31,Credit Card,EC_2024_2025,11.641666024860273,10.213480501055283,10.194775615581893,1,3,0.23973685251695565,2,0,1.1147330620891498,1.342010404264449,Premium
23,2023-11-02,Vivaan Goyal,Surat,Unknown,India,West,Books,Comics,Comics Aperiam,1,47699.0,20,38159.2,8535.56,UPI,EC_2024_2025,10.549548366638636,9.052113395328302,10.772686676876432,1,11,0.223682886433672,2,0,-0.5215397891028779,-0.8907037847820983,Premium
24,2025-07-10,Nayantara Bhagat,Ranchi,Unknown,India,East,Beauty,Face Cream,Face Cream Repellat,1,28257.0,10,25431.3,3959.79,Credit Card,EC_2024_2025,10.14377529868338,8.28419877930155,10.249131882325752,1,7,0.15570537094052778,0,0,-1.3744390708647227,-0.6809708421566891,Entree_gamme
25,2025-06-21,Lakshay Ramakrishnan,Chandigarh,Unknown,India,North,Electronics,Headphones,Headphones Itaque,5,24056.0,20,96224.0,20551.56,COD,EC_2024_2025,11.474444478151947,9.930740786374905,10.088181293475138,1,6,0.21358039574326348,2,0,0.8364585187210005,1.3849249530378278,Premium
26,2024-01-13,Dhanush Vaidya,Chennai,Unknown,India,South,Groceries,Rice,Rice Impedit,2,65756.0,5,124936.4,19544.76,UPI,EC_2024_2025,11.735568090842236,9.880513662096291,11.093721408251461,1,1,0.1564376754892877,2,0,0.8665496228422712,-0.5212896937778211,Premium
27,2025-04-22,Kimaya Rege,Lucknow,Unknown,India,North,Beauty,Foundation,Foundation Illo,1,8276.0,0,8276.0,537.47,Net Banking,EC_2024_2025,9.021235862885396,6.28873178473816,9.021235862885396,0,4,0.06494320927983749,0,1,-3.5189867708987306,-1.672037799576411,Entree_gamme
28,2024-12-12,Anika Wable,Bhubaneswar,Unknown,India,East,Furniture,Table,Table Error,3,731.0,0,2193.0,214.1,UPI,EC_2024_2025,7.693481640835175,5.371103036273684,6.595780513961311,0,12,0.09762881896940373,0,1,-5.516159315087323,0.3025372685764253,Entree_gamme
29,2025-08-27,Kavya Bhatnagar,Delhi,Unknown,India,North,Toys,RC Car,RC Car Amet,2,67085.0,20,107336.0,22034.77,Net Banking,EC_2024_2025,11.583728696765629,10.000422321072172,11.113730657375424,1,8,0.20528778788104451,2,0,0.854529078052256,-0.5285705924425022,Premium
30,2024-04-22,Adira Seshadri,Chandigarh,Unknown,India,North,Groceries,Sugar,Sugar Excepturi,5,79453.0,15,337675.25,80309.87,Debit Card,EC_2024_2025,12.729842875206373,11.29366025814587,11.28293351682718,1,4,0.2378316740714629,2,0,2.769938289806345,0.9046743327457402,Premium
31,2025-01-07,Zaina Sidhu,Goa,Unknown,India,West,Groceries,Wheat,Wheat Consequuntur,2,25545.0,10,45981.0,9818.01,Credit Card,EC_2024_2025,10.736005294543881,9.19207558160242,10.148236027602723,1,1,0.2135231943628844,2,0,-0.48077600115136926,-0.14085447688248198,Premium
32,2023-12-11,Bhamini Kuruvilla,Jaipur,Unknown,India,North,Sports,Cricket Bat,Cricket Bat Voluptatum,4,76643.0,5,291243.4,40522.22,UPI,EC_2024_2025,12.581918056209386,10.609630422135202,11.24692660334959,1,12,0.13913523877279232,2,0,2.1443785166294425,0.4176467727746328,Premium
33,2024-06-24,Kavya Saran,Ahmedabad,Unknown,India,West,Furniture,Sofa,Sofa Deleniti,4,60561.0,20,193795.2,21970.55,Net Banking,EC_2024_2025,12.174562370403429,9.997503713641093,11.01142291266509,1,6,0.11336993898713635,2,0,1.5156691245157006,0.5126189418055427,Premium
34,2025-07-11,Mannat Batta,Guwahati,Unknown,India,East,Toys,RC Car,RC Car Quam,4,19080.0,20,61056.0,10008.03,Debit Card,EC_2024_2025,11.019563133080542,9.211242964516956,9.856448354530341,1,7,0.16391558569182124,2,0,-0.0694631235246469,0.9771394437543542,Premium
35,2023-12-31,Shayak Bala,Thiruvananthapuram,Unknown,India,South,Toys,Action Figure,Action Figure Laboriosam,2,48271.0,20,77233.6,13625.93,Net Banking,EC_2024_2025,11.254602822135782,9.519803260875983,10.784606961398842,1,12,0.17642489797186486,2,0,0.28053813448434106,-0.3964353418109036,Premium
36,2025-03-08,Hrishita Kumer,Thiruvananthapuram,Unknown,India,South,Beauty,Lipstick,Lipstick Accusantium,4,7232.0,15,24588.8,4643.94,Credit Card,EC_2024_2025,10.110087001789607,8.443533734049334,8.886409166849282,1,3,0.1888640356585035,0,0,-1.4201694521273838,1.3669462120138816,Entree_gamme
37,2024-12-02,Prisha Gaba,Surat,Unknown,India,West,Sports,Dumbbells,Dumbbells Quas,2,78467.0,0,156934.0,9444.77,Credit Card,EC_2024_2025,11.963586985864655,9.153322301228858,11.270446177349276,0,12,0.06018307059018403,1,1,0.7701298453172691,-2.0767857552703,Intermediaire_2
38,2023-10-19,Arhaan Gole,Lucknow,Unknown,India,North,Sports,Yoga Mat,Yoga Mat Quaerat,4,34124.0,5,129671.2,8392.19,UPI,EC_2024_2025,11.772765006543835,9.03517594173914,10.437785532487261,1,10,0.0647189969707995,2,0,0.5459756403269815,0.742137093823582,Premium
39,2025-09-30,Shaan Bala,Ranchi,Unknown,India,East,Toys,Puzzle,Puzzle Assumenda,2,60907.0,0,121814.0,24378.77,COD,EC_2024_2025,11.71025877938462,10.101508969028497,11.017119807960624,0,9,0.20013110151542352,1,1,0.9566089189856509,-1.973872151812797,Intermediaire_2
40,2023-11-16,Taran Kala,Lucknow,Unknown,India,North,Kitchen,Refrigerator,Refrigerator Libero,5,9102.0,10,40959.0,7785.75,Debit Card,EC_2024_2025,10.62035125971339,8.960178850271582,9.116359308505288,1,11,0.1900864278913013,2,0,-0.5828192195040197,1.7750411851219974,Premium
41,2024-09-18,Nitara Hayre,Guwahati,Unknown,India,East,Toys,Board Game,Board Game Consequuntur,5,76782.0,20,307128.0,47122.1,UPI,EC_2024_2025,12.635023133751693,10.76051860563512,11.248738540466647,1,9,0.1534282123414337,2,0,2.448181755429359,0.9181955898659424,Premium
42,2025-07-01,Lavanya Tata,Amritsar,Unknown,India,North,Toys,Doll,Doll Laborum,5,57559.0,5,273405.25,26969.18,Debit Card,EC_2024_2025,12.518714063288675,10.202487090193818,10.960583161001304,1,7,0.0986417780931416,2,0,1.9703681347638746,1.0330880135754479,Premium
43,2024-02-11,Badal Dada,Surat,Unknown,India,West,Electronics,Camera,Camera A,2,68630.0,0,137260.0,16783.04,Net Banking,EC_2024_2025,11.82963950187977,9.728183713855355,11.136499606683893,0,2,0.12227189275826811,1,1,0.9037677795793954,-2.022302654633348,Intermediaire_2
44,2024-10-23,Bhamini Sane,Coimbatore,Unknown,India,South,Groceries,Rice,Rice Incidunt,5,64105.0,20,256420.0,61655.17,Net Banking,EC_2024_2025,12.454575903950893,11.029328584687711,11.068293242272354,1,10,0.24044602605100912,2,0,2.3872120437633884,0.9911283516630011,Premium
45,2023-11-03,Eva Babu,Guwahati,Unknown,India,East,Books,Textbook,Textbook Consequuntur,2,68202.0,0,136404.0,33860.63,Debit Card,EC_2024_2025,11.823383680611148,10.430037793925981,11.130243831133892,0,11,0.24823780827541533,1,1,1.2317499162313894,-2.019138895838739,Intermediaire_2
46,2023-11-20,Prerak Saha,Pune,Unknown,India,West,Books,Biography,Biography Magni,1,36207.0,15,30775.95,5230.85,COD,EC_2024_2025,10.334521312164712,8.562520223001279,10.497035367873318,1,11,0.16996550878201422,0,0,-1.0119704672032046,-0.7803523394865188,Entree_gamme
47,2025-10-01,Advik Sule,Delhi,Unknown,India,North,Beauty,Perfume,Perfume Quisquam,3,55843.0,10,150776.1,23835.95,Credit Card,EC_2024_2025,11.923557866260662,10.078992176753136,10.930317368108538,1,10,0.1580883840343386,2,0,1.1773177897785019,0.044685812172216025,Premium
48,2025-09-03,Divij Chawla,Surat,Unknown,India,West,Sports,Tennis Racket,Tennis Racket Sapiente,5,60512.0,5,287432.0,41217.09,Credit Card,EC_2024_2025,12.56874506858243,10.626632516641127,11.010613496969443,1,9,0.14339770797962598,2,0,2.224965880219096,1.013324098835248,Premium
49,2025-01-22,Nirvaan Ben,Delhi,Unknown,India,North,Toys,Puzzle,Puzzle Dolorem,1,70834.0,10,63750.6,4232.48,UPI,EC_2024_2025,11.062749560744937,8.350779628847716,11.168108507813452,1,1,0.06639121827872889,2,0,-0.3796682366856946,-1.0510877977017736,Premium
50,2024-04-28,Shlok Dayal,Ahmedabad,Unknown,India,West,Clothing,Shoes,Shoes Deleniti,1,33485.0,0,33485.0,6131.25,COD,EC_2024_2025,10.418882720016489,8.721317008893193,10.418882720016489,0,4,0.18310437509331992,1,1,-0.8948419022776667,-2.2328001415287284,Intermediaire_2
51,2024-05-04,Vritika Cherian,Patna,Unknown,India,East,Beauty,Perfume,Perfume Rerum,5,8568.0,5,40698.0,3935.7,UPI,EC_2024_2025,10.613958801104268,8.278098087887958,9.055906318669118,1,5,0.09670499778858675,0,0,-0.9429260049876814,1.7985563910205762,Entree_gamme
52,2025-05-06,Eshani Arya,Ranchi,Unknown,India,East,Furniture,Sofa,Sofa Omnis,4,64645.0,5,245651.0,51927.61,UPI,EC_2024_2025,12.411671179228621,10.857625169678665,11.07668151066948,1,5,0.21138774114495684,2,0,2.0841765763905933,0.4864516384355372,Premium
53,2025-09-02,Elakshi Bajwa,Goa,Unknown,India,West,Books,Biography,Biography Illum,5,12976.0,0,64880.0,11967.13,COD,EC_2024_2025,11.080310101740798,9.390002562454729,9.470933838737231,0,9,0.18445021578298113,1,1,0.08700052237983705,0.14875523557197654,Intermediaire_2
54,2024-04-15,Jayant Kala,Pune,Unknown,India,West,Clothing,Women's Wear,Women's Wear Odio,3,27698.0,20,66475.2,8946.95,UPI,EC_2024_2025,11.104599267847497,9.09917973475355,10.229151590440738,1,4,0.13459079476255606,2,0,-0.08627970257600244,0.3266861085996955,Premium
55,2023-12-09,Biju Mannan,Bhubaneswar,Unknown,India,East,Sports,Tennis Racket,Tennis Racket Ea,2,28261.0,15,48043.7,10879.68,Debit Card,EC_2024_2025,10.779887106545761,9.29474401845689,10.249273425142691,1,12,0.22645383265651428,2,0,-0.3559386853775671,-0.18123717545575907,Premium
56,2024-05-19,Alisha Sampath,Jaipur,Unknown,India,North,Furniture,Bed,Bed Molestias,5,42462.0,0,212310.0,11609.02,Net Banking,EC_2024_2025,12.265807459820579,9.359623797343339,10.656388387495186,0,5,0.05467957232348898,1,1,1.314833417180077,-0.3287922819057596,Intermediaire_2
57,2023-12-05,Rhea Krishnamurthy,Patna,Unknown,India,East,Home Decor,Wall Art,Wall Art Excepturi,4,62926.0,0,251704.0,40267.43,Credit Card,EC_2024_2025,12.436013045844657,10.603323066246656,11.049730603368106,0,12,0.15997930108381211,1,1,1.9997173784519164,-0.9865668977571199,Intermediaire_2
58,2024-10-16,Samarth Chatterjee,Patna,Unknown,India,East,Toys,Puzzle,Puzzle Ut,4,73473.0,15,249808.2,56964.33,Net Banking,EC_2024_2025,12.428452705458998,10.950198116146245,11.204686881123047,1,10,0.22803226635474647,2,0,2.204101247419345,0.4354070909874143,Premium
59,2024-10-09,Ojas Konda,Pune,Unknown,India,West,Furniture,Cabinet,Cabinet Odit,3,29226.0,15,74526.3,17899.47,Net Banking,EC_2024_2025,11.21892078019685,9.792582248467378,10.282848218558184,1,10,0.24017655512214828,2,0,0.33230167892418755,0.30545629600615576,Premium
60,2025-05-16,Heer Saran,Mumbai,Unknown,India,West,Home Decor,Vase,Vase Necessitatibus,2,9860.0,10,17748.0,4403.6,Credit Card,EC_2024_2025,9.784084455288346,8.390404728344791,9.19634286233233,1,5,0.2481180978138242,0,0,-1.8604370213196706,0.24184756486793213,Entree_gamme
61,2025-04-30,Manikya Dar,Ahmedabad,Unknown,India,West,Sports,Football,Football Eveniet,5,17665.0,0,88325.0,17529.47,UPI,EC_2024_2025,11.388789793986067,9.7716957887367,9.779397167305078,0,4,0.19846555335408778,1,1,0.5921951162294133,0.02485149811232698,Intermediaire_2
62,2024-04-09,Azad Kunda,Chennai,Unknown,India,South,Kitchen,Cookware Set,Cookware Set Nisi,2,13751.0,15,23376.7,5552.74,Debit Card,EC_2024_2025,10.05953785550774,8.622226853663307,9.528939547062684,1,4,0.23753309919705357,0,0,-1.4313710546209428,0.10830762229734646,Entree_gamme
63,2025-01-26,Drishya Apte,Pune,Unknown,India,West,Kitchen,Juicer,Juicer Totam,5,11226.0,10,50517.0,2567.28,Debit Card,EC_2024_2025,10.830084987398923,7.8509916931339605,9.32607687045878,1,1,0.05082011995961656,0,0,-0.8917310629729528,1.6895461386984556,Entree_gamme
64,2023-12-27,Shray Arya,Pune,Unknown,India,West,Toys,Action Figure,Action Figure Cum,4,70618.0,5,268348.4,50743.1,COD,EC_2024_2025,12.500045141716505,10.834550633988128,11.165054509087586,1,12,0.18909410303918267,2,0,2.165788621221453,0.4508324528324159,Premium
65,2024-06-23,Ritvik Madan,Bangalore,Unknown,India,South,Books,Biography,Biography Nobis,3,37492.0,15,95604.6,19263.79,UPI,EC_2024_2025,11.467986674729762,9.866034356403908,10.531909527867445,1,6,0.20149438416142945,2,0,0.6283173399601402,0.2051978990196709,Premium
66,2024-06-22,Purab Batta,Chandigarh,Unknown,India,North,Kitchen,Juicer,Juicer Vero,2,34997.0,0,69994.0,11129.92,COD,EC_2024_2025,11.156179089908926,9.31748210033237,10.463046195981693,0,6,0.15901248678457924,1,1,0.002261977908011876,-1.7514018965206273,Intermediaire_2
67,2025-05-28,Purab Krishna,Surat,Unknown,India,West,Kitchen,Mixer Grinder,Mixer Grinder Recusandae,2,71572.0,10,128829.6,14012.66,Credit Card,EC_2024_2025,11.766253642075043,9.547787847183333,11.178473186858481,1,5,0.10876894750895671,2,0,0.7684109195538156,-0.5555237239737175,Premium
68,2024-02-23,Manikya Srinivasan,Goa,Unknown,India,West,Books,Biography,Biography Ad,5,38936.0,5,184946.0,30144.65,COD,EC_2024_2025,12.127824576528882,10.313795913139208,10.569700234355869,1,2,0.1629916299892933,2,0,1.6137963356658014,1.1906438535561616,Premium
69,2023-11-24,Raghav Gara,Bhubaneswar,Unknown,India,East,Home Decor,Vase,Vase Molestiae,1,19506.0,0,19506.0,2911.1,Net Banking,EC_2024_2025,9.878528654494932,7.97662974938629,9.878528654494932,0,11,0.14924125909975652,0,1,-1.8160571584101584,-2.0158202684654034,Entree_gamme
70,2025-01-02,Raghav Sabharwal,Ranchi,Unknown,India,East,Sports,Tennis Racket,Tennis Racket At,5,48227.0,10,217021.5,52730.72,UPI,EC_2024_2025,12.287756313783454,10.872972450994993,10.783695044237202,1,1,0.24297463615355971,2,0,2.0762229321890584,1.1051668860807702,Premium
71,2024-08-31,Tanya Vora,Bangalore,Unknown,India,South,Sports,Tennis Racket,Tennis Racket Ipsa,3,2697.0,5,7686.45,387.48,Net Banking,EC_2024_2025,8.94734440802858,5.962241688431079,7.900266036767701,1,8,0.0504107878149145,0,0,-3.93201071202023,1.2612514250556024,Entree_gamme
72,2025-06-18,Mannat Dhaliwal,Ranchi,Unknown,India,East,Toys,RC Car,RC Car Eius,4,47678.0,20,152569.6,13719.94,Debit Card,EC_2024_2025,11.935382718720607,9.526678412052494,10.772246328364929,1,6,0.08992577813666622,2,0,1.0406054682260961,0.6085310880375289,Premium
73,2025-04-01,Drishya Korpal,Chandigarh,Unknown,India,North,Home Decor,Cushion,Cushion Quis,1,39545.0,15,33613.25,4294.42,COD,EC_2024_2025,10.422705363186138,8.365304617763137,10.585219830280774,1,4,0.12775973760347104,0,0,-1.0135608411438717,-0.8160553201674137,Entree_gamme
74,2024-03-14,Vritika Gade,Pune,Unknown,India,West,Toys,Puzzle,Puzzle Nesciunt,5,60787.0,15,258344.75,33333.56,Credit Card,EC_2024_2025,12.462054083028441,10.414349975625015,11.015147680053495,1,3,0.1290274333037535,2,0,2.070189933767763,1.0117360117907321,Premium
75,2024-12-09,Neysa Ganguly,Amritsar,Unknown,India,North,Toys,Action Figure,Action Figure Placeat,1,26035.0,20,20828.0,2957.26,Net Banking,EC_2024_2025,9.944101525421383,7.992356536635867,10.167235474692278,1,12,0.1419848281159909,0,0,-1.661148465219427,-0.6477908164481472,Entree_gamme
76,2025-01-17,Adah Kaul,Ahmedabad,Unknown,India,West,Clothing,Kids Wear,Kids Wear Aut,5,41865.0,10,188392.5,36655.65,COD,EC_2024_2025,12.146288139467654,10.509350136967312,10.642229320654465,1,1,0.1945706437358165,2,0,1.754653316650888,1.1618179203673509,Premium
77,2025-03-04,Shalv Subramaniam,Lucknow,Unknown,India,North,Kitchen,Cookware Set,Cookware Set Libero,4,76576.0,10,275673.6,39540.52,Net Banking,EC_2024_2025,12.526976463641878,10.585106538069695,11.246052049544689,1,3,0.14343237800064954,2,0,2.1034118165071054,0.4181870851910208,Premium
78,2024-04-10,Chirag Hans,Bangalore,Unknown,India,South,Electronics,Camera,Camera Nostrum,2,33749.0,20,53998.4,6954.99,COD,EC_2024_2025,10.89672821437357,8.847358437865319,10.426735696300677,1,4,0.12879992740525406,2,0,-0.41501278218988813,-0.25289608826529475,Premium
79,2024-07-05,Saanvi Deshmukh,Pune,Unknown,India,West,Kitchen,Refrigerator,Refrigerator Sequi,4,46014.0,15,156447.6,8166.96,UPI,EC_2024_2025,11.960482800511128,9.007974462672863,10.736722709272957,1,7,0.05220252659676434,2,0,0.787939348987878,0.62212867234152,Premium
80,2025-02-17,Yakshit Bajwa,Surat,Unknown,India,West,Beauty,Lipstick,Lipstick At,5,55423.0,10,249403.5,15673.19,Debit Card,EC_2024_2025,12.426831355369224,9.659770689524793,10.922767991922107,1,2,0.06284270268861479,2,0,1.6436936499138475,1.0480332248358266,Premium
81,2023-12-05,Jayan Lall,Coimbatore,Unknown,India,South,Furniture,Cabinet,Cabinet Nobis,5,5463.0,5,25949.25,1306.37,Debit Card,EC_2024_2025,10.163936522458997,7.175772764609714,8.605936401250625,1,12,0.050343266183028396,0,0,-1.9399189004592892,1.9788002570561434,Entree_gamme
82,2024-12-13,Kashvi Bakshi,Hyderabad,Unknown,India,South,Sports,Yoga Mat,Yoga Mat Deserunt,1,4714.0,0,4714.0,547.63,COD,EC_2024_2025,8.458504195067558,6.307424261660193,8.458504195067558,0,12,0.11617098005937289,0,1,-4.099788517423395,-1.4453436063445495,Entree_gamme
83,2025-06-20,Myra Goda,Ranchi,Unknown,India,East,Sports,Tennis Racket,Tennis Racket Cupiditate,4,31170.0,10,112212.0,22964.29,Debit Card,EC_2024_2025,11.628154129886587,10.041739224592202,10.347243454377015,1,6,0.20465092859943496,2,0,0.9025078411180246,0.7797427351192657,Premium
84,2024-07-20,Jayesh Ramachandran,Goa,Unknown,India,West,Home Decor,Vase,Vase Similique,1,8927.0,20,7141.6,1373.47,COD,EC_2024_2025,8.873832134706955,7.2258234812485185,9.096947684621092,1,7,0.19231964825806647,0,0,-3.1481079127476694,-0.21736552933763592,Entree_gamme
85,2024-11-01,Hazel Reddy,Bhubaneswar,Unknown,India,East,Furniture,Cabinet,Cabinet Natus,1,16256.0,5,15443.2,1764.79,Credit Card,EC_2024_2025,9.644988807313226,7.476353461295936,9.696278864234223,1,11,0.11427618628262831,0,0,-2.310496074160066,-0.45922465737004586,Entree_gamme
86,2025-06-02,Shamik Keer,Guwahati,Unknown,India,East,Toys,Board Game,Board Game Sequi,2,22240.0,0,44480.0,8602.03,UPI,EC_2024_2025,10.702817410686135,9.05986974577091,10.009692711382444,0,6,0.19339096223021152,1,1,-0.5956221648479089,-1.56902036450358,Intermediaire_2
87,2024-03-29,Saira Trivedi,Goa,Unknown,India,West,Groceries,Oil,Oil Modi,3,62172.0,0,186516.0,23035.44,Debit Card,EC_2024_2025,12.136277666726855,10.044832588982437,11.037676100884426,0,3,0.1235038280898147,1,1,1.3668998748339012,-1.4824433163969533,Intermediaire_2
88,2023-11-15,Baiju Dube,Lucknow,Unknown,India,North,Sports,Tennis Racket,Tennis Racket Aperiam,5,39458.0,5,187425.5,44132.79,COD,EC_2024_2025,12.141142047540518,10.694980981195425,10.583017437136888,1,11,0.23546843945994417,2,0,1.8094435480523092,1.1856291509583456,Premium
89,2024-12-25,Ehsaan Butala,Thiruvananthapuram,Unknown,India,South,Books,Comics,Comics Voluptatibus,4,34376.0,5,130628.8,15353.38,Net Banking,EC_2024_2025,11.780122647437564,9.639156054332595,10.445143015094558,1,12,0.11753441813750017,2,0,0.8415723178169203,0.739727437046497,Premium
90,2025-02-26,Bhavin Toor,Mumbai,Unknown,India,West,Clothing,Kids Wear,Kids Wear Ipsa,4,53084.0,15,180485.6,19220.42,Credit Card,EC_2024_2025,12.103411815772132,9.863780561168758,10.879649681447674,1,2,0.10649281715549547,2,0,1.3456388404722397,0.5653405233540557,Premium
